section,language_type,en,ja,positions,followed
section5,word,antique,骨董品,[],"This is fake, isn't it?"" ""Hey, it's a genuine antique."" ""No way!"""
section5,word,No way!,まさか(信じられない),[],"This is fake, isn't it?"" ""Hey, it's a genuine antique."" ""No way!"""
section6,word,Anything else?,ほかに何か？,[],"Anything else? ""That's it."" ""For here or to go?"" ""To go."""
section6,word,That's it!,(それで)以上です,[],"Anything else? ""That's it."" ""For here or to go?"" ""To go."""
section6,word,For here or to go?,こちらでお召し上がりですか？それともお持ち帰りですか？,[],"Anything else? ""That's it."" ""For here or to go?"" ""To go."""
section6,word,rug,敷物,[],"How much is this rug? ""$100 including tax."" ""OK, I'll take it."""
section6,word,including,～を含めて,[],"How much is this rug? ""$100 including tax."" ""OK, I'll take it."""
section6,word,tax,税金,[],"How much is this rug? ""$100 including tax."" ""OK, I'll take it."""
section6,word,I'll take it.,それ[これ]にします[決めます],[],"How much is this rug? ""$100 including tax."" ""OK, I'll take it."""
section6,word,pants,パンツ、ズボン,[],I don't think those pants look good on you. Try these on. They're really in now!
section6,word,look good[nice] on,(服などが)～に似合う,[],I don't think those pants look good on you. Try these on. They're really in now!
section6,word,try ～ on,～を試しに着てみる,[],I don't think those pants look good on you. Try these on. They're really in now!
section6,word,be in,流行っている,[],I don't think those pants look good on you. Try these on. They're really in now!
section6,word,get out (of),(～(小型車)から)降りる,[],"He got out of the cab in haste, saying, ""Keep the change."""
section6,word,cab,タクシー,[],"He got out of the cab in haste, saying, ""Keep the change."""
section6,word,in haste,急いで,[],"He got out of the cab in haste, saying, ""Keep the change."""
section6,word,Keep the change.,おつりはいりません,[],"He got out of the cab in haste, saying, ""Keep the change."""
section6,word,delivery,配達,[],Delivery service is available to our customers for a slight extra charge.
section6,word,service,(便利な)サービス,[],Delivery service is available to our customers for a slight extra charge.
section6,word,available,利用[入手・購入]可能な,[],Delivery service is available to our customers for a slight extra charge.
section6,word,customer,客,[],Delivery service is available to our customers for a slight extra charge.
section6,word,slight,(量・程度が)わずかな,[],Delivery service is available to our customers for a slight extra charge.
section6,word,extra,追加の,[],Delivery service is available to our customers for a slight extra charge.
section6,word,charge,料金,[],Delivery service is available to our customers for a slight extra charge.
section6,word,It's on me.,(この支払は)私のおごりです,[],"It's on me. ""No. You treat me every time we eat out."" ""Well, okay. Let's split the check then."""
section6,word,treat,～にごちそうする[ごほうびをあげる]、～を扱う,[],"It's on me. ""No. You treat me every time we eat out."" ""Well, okay. Let's split the check then."""
section6,word,every time ～,～するときはいつでも,[],"It's on me. ""No. You treat me every time we eat out."" ""Well, okay. Let's split the check then."""
section6,word,eat out,外食する,[],"It's on me. ""No. You treat me every time we eat out."" ""Well, okay. Let's split the check then."""
section6,word,split the check,割り勘にする,[],"It's on me. ""No. You treat me every time we eat out."" ""Well, okay. Let's split the check then."""
section6,word,check,伝票,[],"It's on me. ""No. You treat me every time we eat out."" ""Well, okay. Let's split the check then."""
section6,word,hang out,何となく時間をすごす、ぶらぶらする,[],"While I was hanging out at the mall, I ran into Ken."
section6,word,mall,(巨大な)ショッピングセンター[モール],[],"While I was hanging out at the mall, I ran into Ken."
section6,word,run into,～に偶然出会う,[],"While I was hanging out at the mall, I ran into Ken."
section6,word,be short of,～が不足している,[],"I was short of cash, so I withdrew the $100 that I had deposited in my bank account last week."
section6,word,withdraw,～(預金など)を引き出す,[],"I was short of cash, so I withdrew the $100 that I had deposited in my bank account last week."
section6,word,deposit,～(お金など)を預ける,[],"I was short of cash, so I withdrew the $100 that I had deposited in my bank account last week."
section6,word,account,(銀行)口座,[],"I was short of cash, so I withdrew the $100 that I had deposited in my bank account last week."
section6,word,on the[one's] way (to),(～に向かう)途中で,[],On her way home she was robbed of her purse.
section6,word,rob A of B,A(人)からB(物・金)を奪う,[],On her way home she was robbed of her purse.
section6,word,purse,{米}(女性用の)ハンドバッグ,[],On her way home she was robbed of her purse.
section6,word,odd,奇妙な,[],"That's odd! Tell me how it happened. ""I'll explain it to you later."""
section6,word,happen,(偶然・不意に)起こる,[],"That's odd! Tell me how it happened. ""I'll explain it to you later."""
section6,word,explain A to B,AをB(人)に説明する,[],"That's odd! Tell me how it happened. ""I'll explain it to you later."""
section6,word,curfew,門限,[],My parents gave me a 6 pm curfew as a punishment because I broke my promise.
section6,word,punishment,罰,[],My parents gave me a 6 pm curfew as a punishment because I broke my promise.
section6,word,break one's promise[word],約束を破る,[],My parents gave me a 6 pm curfew as a punishment because I broke my promise.
section6,word,as the proverb goes[says],諺にある通り,[],"As the proverb goes, ""The end justifies the means."""
section6,word,end,(最終)目的,[],"As the proverb goes, ""The end justifies the means."""
section6,word,justify,～を正当化する,[],"As the proverb goes, ""The end justifies the means."""
section6,word,means,手段,[],"As the proverb goes, ""The end justifies the means."""
section6,word,Now (that) ～,(さあ[いまや])～なのだから,[],"Now that I've found that there's no one to turn to, I'll have to stand on my own two feet."
section6,word,turn to,(辛い[困った]時)～に頼る,[],"Now that I've found that there's no one to turn to, I'll have to stand on my own two feet."
section6,word,stand on one's own two feet,自立する,[],"Now that I've found that there's no one to turn to, I'll have to stand on my own two feet."
